date,sentence,diff_line,business,county,Unnamed: 5,business_prediction,success?
21-Jul,356,"of Veterans Affairs Support of States NEW: FEMA Planning Starter Kit for Returning to Full Operations IgSo5 Financial Assistance USDA Food and Nutrition Service (FNS) Response to COVID-19 Meals to You: Baylor Collaborative on Hunger and Poverty (FNS Announcement) USDA Rural Development: COVID-19 Resource Website USDA Rural Development ReConnect Program VA Homeless Housing Assistance Substance Abuse and Mental Health Services Administration (SAMHSA): Coronavirus Resources Emergency Medical Services EMS.gov: Coronavirus/COVID-19 Resources HUD: COVID-19 Resources and Fact Sheets EPA: Water Utility Resources DOJ: Office of Community Oriented Policing Services (COPS) DOJ: Office of Justice Programs (OJP) DOJ: Office on Violence Against Women (OVW USDA RD Water and Environmental Programs COVID-19 Fact Sheet NEW: US Economic Development Administration CARES Act Recovery Assistance NEW: EDA Public Works and Economic Adjustment Assistance Programs including CARES Act Funding KZ General State/ Local Resources Â¢ U.S. Interagency Council on Homelessness (USICH) - COVID-19 Resources FCC: Home Network Tips for the Coronavirus Pandemic Appalachian Regional Commission: Real-Time Data Maps Spread of Coronavirus at Regional Level USA.Gov State Specific COVID-19 Resources: Links to each State from this site Food and Nutrition Service: Response to COVID-19 (WIC/SNAP etc) USDA RD Community Facilities Direct Loan & Grant Deferral Fact Sheet CDC Resources for Parks and Recreational Facilities NEW: CDC Communication Toolkit for Migrants, Refugees, and Other Limited English Proficient Populations NEW: NOAA Fisheries Coronavirus Funding-those with coastal and marine fishery participants usda.gov/coronavirusCOVID-19 Federal Response Resource Matrix A OoO oN SO} yj cnn IsSoy 7 Rural Technical Assistance/ Financial General State/ Customer Training/Management Assistance Local Resources Nonprofits: USDA National Institute of Food and_ | * USDA Rural Development.",1.0,pottawattamie,Iowa,1,SUCCESS
21-Jul,357,Distance |Â» FNS: How to become a Summer Economic Dev.,0.0,pottawattamie,Iowa,0,SUCCESS
21-Jul,358,"Corps., Agriculture Coronavirus (COVID-19) | Learning and Telemedicine (DLT Site Sponsor universities, schools, Resources SBA COVID-19 Economic Inju DOE COVID-19 Information and libraries, faith-based FNS: How to become a Summer Site Disaster Loan Resources for Schools and School organizations, etc.",1.0,pottawattamie,Iowa,1,SUCCESS
21-Jul,359,U.S. Economic Development Personnel : Sponsor Administration U.S. Interagency Council on US Dent of Labor: The National FEMA: COVID-19 Response-How Homelessness (USICH) - Banc otke lobe Prowan (NEI Jobs Program (NFJP) can | help?,1.0,pottawattamie,Iowa,1,SUCCESS
21-Jul,360,COVID-19 Resources Career Services and Training Grants | Â« Food and Nutrition Service: CDC: Information for Healthcare and Housing Grants Response to COVID-19 Professionals NIFA Grant: Rapid Response to_ (WIC/SNAP etc) Novel Coronavirus Impacts across US Dept.,0.0,pottawattamie,Iowa,0,SUCCESS
21-Jul,361,of Health & Human Food and Agricultural Systems FCC-COVID-19 Services: Child Care and USDA RD Community Facilities Telehealth Program Development Fund Direct Loan & Grant Deferral.,0.0,pottawattamie,Iowa,0,SUCCESS
21-Jul,332,The crew member reported symptoms as the vessel came into Bellingham on Thursday evening.,0.0,whatcom,Washington,0,SUCCESS
21-Jul,261,No.,0.0,kitsap,Washington,0,SUCCESS
21-Jul,331,"An ill crew member was transported to PeaceHealth St. Joseph Medical Center in Bellingham, tested positive for COVID-19, and was admitted to the hospital today for further treatment.",0.0,whatcom,Washington,0,SUCCESS
21-Jul,329,3,0.0,kitsap,Washington,0,SUCCESS
21-Jul,309,"You do not need to wear a cloth face covering in your home when you are only with people in your household, or when you are alone in your car.",0.0,kitsap,Washington,0,SUCCESS
21-Jul,310,You do not need to wear one when you exercise outdoors with plenty of space.,0.0,kitsap,Washington,0,SUCCESS
21-Jul,311,Itâ€™s a good idea to keep a face covering in your pocket in case you come across other people.,0.0,kitsap,Washington,0,SUCCESS
21-Jul,312,How do I care for my cloth face covering?,0.0,kitsap,Washington,0,SUCCESS
21-Jul,313,"Wash your cloth face covering after each use, at least once per day.",0.0,kitsap,Washington,0,SUCCESS
21-Jul,314,Use detergent and hot water.,0.0,kitsap,Washington,0,SUCCESS
21-Jul,315,Dry the face covering completely on your dryerâ€™s high heat setting.,0.0,kitsap,Washington,0,SUCCESS
21-Jul,316,"If you do not have a dryer, air dry the face covering in direct sunlight if possible.",0.0,kitsap,Washington,0,SUCCESS
21-Jul,317,"If you must reuse your face covering before you wash it, wash your hands after you put it back on and do not touch your face.",0.0,kitsap,Washington,0,SUCCESS
21-Jul,318,"Throw away cloth face coverings that: â€¢ No longer cover your nose and mouth â€¢ Are stretched out or do not stay on your face â€¢ Have damaged ties or straps â€¢ Have holes or tears in the fabric 2 More COVID-19 Information and Resources Stay up-to-date on the current COVID-19 situation in Washington, Governor Insleeâ€™s proclamations, symptoms, how it spreads, and how and when people should get tested.",0.0,kitsap,Washington,0,SUCCESS
21-Jul,319,See our Frequently Asked Questions for more information.,0.0,kitsap,Washington,0,SUCCESS
21-Jul,320,"The risk of COVID-19 is not connected to race, ethnicity or nationality.",0.0,kitsap,Washington,0,SUCCESS
21-Jul,321,Stigma will not help to fight the illness.,0.0,kitsap,Washington,0,SUCCESS
21-Jul,322,Share accurate information with others to keep rumors and misinformation from spreading.,0.0,kitsap,Washington,0,SUCCESS
21-Jul,323,"WA State Department of Health 2019 Novel Coronavirus Outbreak (COVID-19) â€¢ WA State Coronavirus Response (COVID-19) â€¢ Find Your Local Health Department or District â€¢ CDC Coronavirus (COVID-19) â€¢ Stigma Reduction Resources â€¢ Use of Cloth Face Coverings to Help Slow the Spread of COVID-19 (CDC) â€¢ How to Make An Accessible, Deaf-Friendly Face Mask (HSDC) Have more questions about COVID-19?",0.0,kitsap,Washington,0,SUCCESS
21-Jul,324,Call our hotline: 1-800-525-0127.,0.0,kitsap,Washington,0,SUCCESS
21-Jul,325,"For interpretative services, press # when they answer and say your language.",0.0,kitsap,Washington,0,SUCCESS
21-Jul,326,"(Open from 6 a.m. to 10 p.m.) For questions about your own health, COVID-19 testing, or testing results, please contact your health care provider.",0.0,kitsap,Washington,0,SUCCESS
21-Jul,327,"To request this document in another format, call 1-800-525-0127.",0.0,kitsap,Washington,0,SUCCESS
21-Jul,330,"WHATCOM COUNTY Erika Lautenbach, Director Health Department Greg Stern, M.D., Health Officer FOR IMMEDIATE RELEASE May 29, 2020 Media Contact: Claudia Murphy, Whatcom Unified Command PIO Phone: (360) 815-2701 E-mail address: WUC_JIC@co.whatcom.wa.us Confirmed COVID-19 Case aboard Fishing Vessel in Whatcom County, MAY 29 BELLINGHAM, WA â€“ On Thursday, May 28, 2020, a fishing vessel from American Seafoods docked in Bellingham.",0.0,whatcom,Washington,0,SUCCESS
21-Jul,147,"Employees who have symptoms (i.e., fever, cough, or shortness of breath) should notify their supervisor and stay home.",1.0,kitsap,Washington,1,SUCCESS
21-Jul,260,Can I get DCAP and other cash programs at the same time?,0.0,kitsap,Washington,0,SUCCESS
21-Jul,258,Can I receive a DCAP cash benefit even if I donâ€™t have kids living with me?,0.0,kitsap,Washington,0,SUCCESS
21-Jul,178,Read labels carefully and research before mixing chemicals.,0.0,kitsap,Washington,0,SUCCESS
21-Jul,179,"Physical Distancing Plan (Recommended, not required) All desks, customer service areas and seating, individual work stations, or work areas need to be separated by at least six feet.",1.0,kitsap,Washington,1,SUCCESS
21-Jul,180,Markings have been placed at least six feet apart at customer line areas inside the store and/or on sidewalks to public entrances.,1.0,kitsap,Washington,1,SUCCESS
21-Jul,182,Order areas are separated from Pick up areas to prevent customers from gathering.,1.0,kitsap,Washington,1,SUCCESS
21-Jul,185,Crowd Control.,0.0,kitsap,Washington,0,SUCCESS
21-Jul,186,"Plan on how you will monitor the number of customers onsite, how you will notify arrivals when the maximum number has been reached, and what steps they take while waiting.",1.0,kitsap,Washington,1,SUCCESS
21-Jul,187,The maximum number will be based on which reopening phase the county is in and cannot exceed your business maximum occupancy given physical distancing measures (e.g.,1.0,kitsap,Washington,1,SUCCESS
21-Jul,188,"if everyone is standing six feet apart, how many customers can occupy the space?).",1.0,kitsap,Washington,1,SUCCESS
21-Jul,177,Any commercial disinfecting product labeled to kill coronavirus can be used.,0.0,kitsap,Washington,0,SUCCESS
21-Jul,189,Employee Training & Test Runs.,1.0,kitsap,Washington,1,SUCCESS
21-Jul,192,Back-to-Business Toolkit | Page 10PLANNING - Sample Reopening Plan SAMPLE BUSINESS REOPENING PLAN - NOT A REAL BUSINESS - NOT GUIDELINES Employee Safety Employees are required to wear a face mask.,1.0,kitsap,Washington,1,SUCCESS
21-Jul,193,We will work on behalf of employees to obtain reusable face masks should they not be able to get their own.,1.0,kitsap,Washington,1,SUCCESS
21-Jul,194,We will train every employee on proper usage and sanitation of their face masks and display posters on recommended procedures.,1.0,kitsap,Washington,1,SUCCESS
21-Jul,195,"Employees will wash hands when first entering the building, prior to taking their temperature.",1.0,kitsap,Washington,1,SUCCESS
21-Jul,196,Employees will take their temperature.,1.0,kitsap,Washington,1,SUCCESS
21-Jul,197,"After washing their hands, employees will take their temperature and record it on a tracking sheet, sanitizing before and after use with alcohol.",1.0,kitsap,Washington,1,SUCCESS
21-Jul,198,Any employees having temperatures of 100Â°F or higher will be sent home and instructed to isolate themselves and watchE for symptoms.,1.0,kitsap,Washington,1,SUCCESS
21-Jul,199,Employees will monitor for symptoms.,1.0,kitsap,Washington,1,SUCCESS
21-Jul,190,"(Recommended) Ensure all employees understand the plan, how to wear their face mask, what symptoms they should be monitoring for, the sanitation schedule, and crowd control.",1.0,kitsap,Washington,1,SUCCESS
21-Jul,176,Alcohol solutions with at least 70% isopropyl alcohol may also be used.,0.0,kitsap,Washington,0,SUCCESS
21-Jul,175,"Disinfecting Solutions For bleach solution, mix 5 tablespoons (1/3 cup) bleach per gallon of water or 4 teaspoons bleach per quart.",0.0,kitsap,Washington,0,SUCCESS
21-Jul,174,Sanitize any areas that a customer has touched at a service counter before interacting with the next customer.,1.0,kitsap,Washington,1,SUCCESS
21-Jul,149,"Employees should not return to work until the criteria to discontinue home isolation are met, in consultation with healthcare providers and state and local health departments.",1.0,kitsap,Washington,1,SUCCESS
21-Jul,150,"Employers should not require a positive COVID-19 test result or a healthcare providerâ€™s note for employees who are sick to validate their illness, qualify for sick leave, or to return to work.",1.0,kitsap,Washington,1,SUCCESS
21-Jul,151,Healthcare provider offices and medical facilities may be extremely busy and not able to provide such documentation in a timely manner.,0.0,kitsap,Washington,0,SUCCESS
21-Jul,152,Employees who are well but who have a sick family member at home with COVID-19 should notify their supervisor and follow CDC recommended precautions.,1.0,kitsap,Washington,1,SUCCESS
21-Jul,153,"Physical Distancing Policies Discourage workers from using other workersâ€™ phones, desks, offices, cashier stations or other work tools and equipment, when possible.",1.0,kitsap,Washington,1,SUCCESS
21-Jul,154,"If necessary, clean and disinfect them before and after use.",0.0,kitsap,Washington,0,SUCCESS
21-Jul,155,Physical distancing should be implemented if recommended by state and local health authorities.,0.0,kitsap,Washington,0,SUCCESS
21-Jul,158,Back-to-Business Toolkit | Page 9PLANNING - Create a Safe Reopening Reopening Plan This should be posted in your business.,1.0,kitsap,Washington,1,SUCCESS
21-Jul,159,Here are the best practices recommended to protect your business from liability while keeping your employees and your customers safe.,1.0,kitsap,Washington,1,SUCCESS
21-Jul,160,Wearing Face Masks and proper usage.,0.0,kitsap,Washington,0,SUCCESS
21-Jul,161,"(Recommended, not required) People should wear cloth face coverings when they are in public settings where they cannot maintain 6 feet of distance from others.",0.0,kitsap,Washington,0,SUCCESS
21-Jul,163,It is not a mandate that you must wear a face covering; it is considered an additional layer of protection.,0.0,kitsap,Washington,0,SUCCESS
21-Jul,165,"(Recommended, not required) We recommend employees take their temperature before going into their shift area.",1.0,kitsap,Washington,1,SUCCESS
21-Jul,166,A temp of 99Â°F should be monitored every 1-2 hours.,0.0,kitsap,Washington,0,SUCCESS
,11992,This will support the  emergency services to identify staffing issues and w hen/if to implement the surge plan .,0.0,polk,Iowa,0,SUCCESS
21-Jul,169,Symptom Monitoring.,0.0,kitsap,Washington,0,SUCCESS
21-Jul,170,"Ask employees to report if they feel sick or have any of the following symptoms: fever, cough, shortness of breath or difficulty breathing, chills or repeated shaking with chills, muscle pain, headache, sore throat, and/or new loss of taste or smell.",1.0,kitsap,Washington,1,SUCCESS
21-Jul,171,Disinfecting Plan.,0.0,kitsap,Washington,0,SUCCESS
21-Jul,173,Customer Contact Recommendations Sanitize hands after physical interaction with a customer or any monetary exchange.,1.0,kitsap,Washington,1,SUCCESS
21-Jul,200,"Employees will be asked to call in prior to their shift if they have any of the following symptoms: fever, cough, shortness of breath or difficulty breathing, chills or repeated shaking with chills, muscle pain, headache, sore throat, new loss of taste or smell.",1.0,kitsap,Washington,1,SUCCESS
21-Jul,202,Disinfecting Plan Sanitizing Solutions.,0.0,kitsap,Washington,0,SUCCESS
21-Jul,203,"A bleach disinfection solution containinPg 1/3 cup of bleach per gallon, and an 70% alcohol disinfecting solution set will be at the check out counter and the customer assistance counter, as well as in the back office and restrooms.",1.0,kitsap,Washington,1,SUCCESS
21-Jul,204,"The bleach solution is meant to be sprayed on counter tops and other non-porous areas, and the alcohol solution is meant for hand sanitizing and areas where bleach is not recommended.",0.0,kitsap,Washington,0,SUCCESS
21-Jul,237,Spend some time each CALL day to call customers and let them know that CUSTOMERS you're back to business!,1.0,kitsap,Washington,1,SUCCESS
21-Jul,238,"Back-to-Business Toolkit | Page 12GET ONLINE - Other Ideas GO Back-to-Business Toolkit | Page 13POSTERS - Print Them for Your Business Back-to-Business Toolkit | Page 14COVID-19 NOTICE has a COVID-19 Business Plan in place Disinfection and sanitation plan Physical distancing measures Protective gear (masks, gloves, barriers) Employee training on COVID-19 plan Temperature & symptom checks on employees We have done our best to minimize the possibility of exposure to Coronavirus, but exposure cannot be completely eliminated.",1.0,kitsap,Washington,1,SUCCESS
21-Jul,239,ENTER AT YOUR OWN RISK.,0.0,kitsap,Washington,0,SUCCESS
21-Jul,240,"please do your part: a face mask is strongly recommended leave at risk people at home when possible maintain a six-foot distance from others do not enter if you feel sick limit groupsHow to properly wear a face maskTRAINING RESOURCES - Learning Symptoms Back-to-Business Toolkit | Page 20TRAINING RESOURCES - Stop the Spread Back-to-Business Toolkit | Page 21TRAINING RESOURCES - Hand Washing Back-to-Business Toolkit | Page 22TRAINING RESOURCES - Hand Washing Continued Back-to-Business Toolkit | Page 23TRAINING RESOURCES - Face Coverings Back-to-Business Toolkit | Page 24OTHER RESOURCES Back-to-Business Toolkit | Page 25OTHER RESOURCES Back-to-Business Toolkit | Page 26OTHER RESOURCES Back-to-Business Toolkit | Page 27OTHER RESOURCES Back-to-Business Toolkit | Page 28OTHER RESOURCES Back-to-Business Toolkit | Page 29OTHER RESOURCES Back-to-Business Toolkit | Page 30OTHER RESOURCES Back-to-Business Toolkit | Page 31OTHER RESOURCES Back-to-Business Toolkit | Page 32Back-to-Business Toolkit | Page 33Back-to-Business Toolkit | Page 34Back-to-Business Toolkit | Page 35Back-to-Business Toolkit | Page 36LINKS AND RESOURCES Local Links Washington State Business Activity Guide- Industry Specific Requirements for Reopening: https://www.governor.wa.gov/issues/issues/covid-19-resources/covid-19-reopening-guidance- businesses-and-workers Kitsap County Department of Health: https://kitsappublichealth.org/CommunityHealth/CoronaVirus.php Kitsap Economic Development Alliance: http://kitsapeda.org/ Kitsap Small Business Development Center: https://sbdc.wwu.edu/kitsap Kitsap Covid-19 Business Support Facebook Group: https://www.facebook.com/groups/557847748181219 Your Local Kitsap County Chambers of Commerce Bainbridge Chamber: https://bainbridgechamber.com/ Bremerton Chamber: https://www.bremertonchamber.org/ Kingston Chamber: https://www.kingstonchamber.com/ Port Orchard Chamber: https://www.portorchard.com/ Poulsbo Chamber: https://poulsbochamber.com/ Silverdale Chamber: https://silverdalechamber.com/ Helpful Links Stay Home, Stay Healthy Order: https://coronavirus.wa.gov/ WA State LNI: https://lni.wa.gov/safety-health/safety-topics/topics/coronavirus Washington State Business Resources: https://www.awb.org/covid-19-resources/ Dept of Labor Coronavirus Resources: https://www.dol.gov/coronavirus US Chamber of Commerce COVID Response: https://www.uschamber.com/coronavirus OSHA Guide: https://www.osha.gov/Publications/OSHA3990.pdf CDC Resources: https://www.cdc.gov/coronavirus/2019-ncov/index.html Filing for Unemployment: https://www.esd.wa.gov/unemployment Small Business Association - EIDL & PPP Loans: https://www.sba.gov/ AWB Rebound & Recovery Resources: https://www.reboundandrecovery.org/ Back-to-Business Toolkit | Page 37",1.0,kitsap,Washington,1,SUCCESS
21-Jul,241,Disaster Cash Assistance Program Frequently Asked Questions What is the Disaster Cash Assistance Program or DCAP?,0.0,kitsap,Washington,0,SUCCESS
21-Jul,242,"The Department of Social and Health Services is activating the Disaster Cash Assistance Program, or DCAP, beginning April 17, 2020.",0.0,kitsap,Washington,0,SUCCESS
21-Jul,243,This program is intended to help some Washingtonians meet their basic needs during the state of emergency caused by COVID-19 state of emergency.,0.0,kitsap,Washington,0,SUCCESS
21-Jul,244,Why is this happening?,0.0,kitsap,Washington,0,SUCCESS
21-Jul,245,"In response to the COVID-19 pandemic, Governor Inslee declared a state of emergency for all counties in Washington state.",0.0,kitsap,Washington,0,SUCCESS
21-Jul,246,This allows DSHS to issue benefits under the Disaster Cash Assistance Program to families and individuals who wouldnâ€™t normally be eligible for cash benefits.,0.0,kitsap,Washington,0,SUCCESS
21-Jul,247,How do I apply?,0.0,kitsap,Washington,0,SUCCESS
21-Jul,248,This program requires an interview via telephone.,0.0,kitsap,Washington,0,SUCCESS
21-Jul,250,ï‚· Calling 877-501-2233 to complete the whole application process.,0.0,kitsap,Washington,0,SUCCESS
21-Jul,252,The best time to call is before 11 a.m.,0.0,kitsap,Washington,0,SUCCESS
21-Jul,253,The busiest time to call is 11 a.m. to 2 p.m. We can determine your eligibility for all of our programs in one interview.,0.0,kitsap,Washington,0,SUCCESS
21-Jul,254,How often can I get this help?,0.0,kitsap,Washington,0,SUCCESS
21-Jul,255,This program is available to households for only one month in a 12-month period during a state of emergency.,0.0,kitsap,Washington,0,SUCCESS
21-Jul,256,How long will this program be available?,0.0,kitsap,Washington,0,SUCCESS
21-Jul,257,"This is a temporary program and will end when the state of emergency ends, or sooner.",0.0,kitsap,Washington,0,SUCCESS
21-Jul,236,CALL Nothing beats a personal call to talk directly with your customers and clients.,1.0,kitsap,Washington,1,SUCCESS
21-Jul,259,Yes.,0.0,kitsap,Washington,0,SUCCESS
21-Jul,234,"EMAIL If you have an email list, use MailChimp, Constant Contact, or a direct email to welcome your customers back, including any new processes or EMAIL procedures to expect when they visit you.",1.0,kitsap,Washington,1,SUCCESS
21-Jul,231,"SOCIAL Update your business hours on your ""About"" page.",1.0,kitsap,Washington,1,SUCCESS
21-Jul,205,Employees will be trained on proper usage of each.,1.0,kitsap,Washington,1,SUCCESS
21-Jul,206,M Employee cleaning plan Bathroom.,1.0,kitsap,Washington,1,SUCCESS
21-Jul,207,"Employees will be sanitizing the bathroom toilet handles, door knobs, faucets, and soap dispensers every hour, or when any employee uses the bathroom.",1.0,kitsap,Washington,1,SUCCESS
21-Jul,211,Public areas.,0.0,kitsap,Washington,0,SUCCESS
21-Jul,212,"Employees will be sanitizing entrance, any other door knobs, and any display case handles.",1.0,kitsap,Washington,1,SUCCESS
21-Jul,213,Customer Contact.,1.0,kitsap,Washington,1,SUCCESS
21-Jul,214,"Employees will sanitize their hands with alcohol after physical interaction with a customer or any monetary exchange, along with any areas that a customer has touched at a service counter before S interacting with the next customer.",1.0,kitsap,Washington,1,SUCCESS
21-Jul,215,"Physical Distancing plan There is only one office, one break room, and one check out counter; all are more than six feet apart.",0.0,kitsap,Washington,0,SUCCESS
21-Jul,218,Employees and delivery people have been instructed to maintain their physical distance between each other.,1.0,kitsap,Washington,1,SUCCESS
21-Jul,219,There is a plan to alternate breaks and lunch periods.,0.0,kitsap,Washington,0,SUCCESS
21-Jul,220,Crowd Control The maximum occupancy is typically 50.,1.0,kitsap,Washington,1,SUCCESS
21-Jul,221,"The public space is 900 square feet, with physical distancing guidelines our occupancy would be 25.",1.0,kitsap,Washington,1,SUCCESS
21-Jul,222,"Realistically, based on typical usage of our public space, we have amended the maximum to 15 people.",1.0,kitsap,Washington,1,SUCCESS
21-Jul,224,There will be a sign placed on the front entrance stopping customers from entering when the maximum is reached.,1.0,kitsap,Washington,1,SUCCESS
21-Jul,225,Employees will keep a count of people and activate the sign when at capacity.,1.0,kitsap,Washington,1,SUCCESS
21-Jul,227,We posted our reopening date and have updated our hours of operations on all platforms and notified suppliers we are back in business.,1.0,kitsap,Washington,1,SUCCESS
21-Jul,228,An email will be sent to our existing customers letting them know of opening details.,1.0,kitsap,Washington,1,SUCCESS
21-Jul,229,"Back-to-Business Toolkit | Page 11GET ONLINE - Platform Checklist #BackToBusinessKitsapCounty Google your business and make sure the sites GOOGLE listed on your homepage results contain your current information (hours of operation, special GOOGLE instructions for customers, and so forth).",1.0,kitsap,Washington,1,SUCCESS
21-Jul,230,This is YOUR the first page your customers will see when they BUSINESS Google information about youâ€”make sure it's correct!,1.0,kitsap,Washington,1,SUCCESS
21-Jul,232,"Create a post that includes your current hours of UPDATE operation, procedures on shopping, and sanitation SOCIAL process, if applicable, so your customers know what to expect.",1.0,kitsap,Washington,1,SUCCESS
,2453,Students still have time to   register for Spring classes   which will be held online.,0.0,snohomish,Washington,0,SUCCESS
,8286,"Healthcare practitioners are  equipped to screen individuals and to refer for additional testing, if needed.",0.0,polk,Iowa,0,SUCCESS
,5315,",  ,  .",0.0,buncombe,North Carolina,0,SUCCESS
,5207,"By keeping healthy and active at home ,   older  adults can reduce  unnecessary medical appointments and feel more in control of their lives and  well - being.",0.0,buncombe,North Carolina,0,SUCCESS
,7988,"Later sections  of this guidanceÅ including those focusing on jobs classiËœed  as having low, medium, high, and very high exposure risksÅ  provide speciËœc recommendations for employers and workers  within speciËœc risk categories.",1.0,polk,Iowa,1,SUCCESS
,16213,The   following subsections provide a  briefing of activities by emergency support function.,0.0,polk,Iowa,0,SUCCESS
,11853,This is developed in collaboration with   the state VAL and Governor's Office.,0.0,polk,Iowa,0,SUCCESS
,9369,"Today Sunny and high near 88, low of 65.",0.0,polk,Iowa,0,SUCCESS
,3981,Stay Home.,0.0,snohomish,Washington,0,SUCCESS
,2684,Inslee Announces Infu sion of Federal Testing Supplies to  Support COVID - 19 Response                                                                                                         COVID - 19   INSLEE ANNOUNCES  INFUSION OF  FEDERAL TESTING SUPPLIES TO  SUPPORT COVID - 19 RESPONSE   Link to the statement from Gov.,0.0,snohomish,Washington,0,SUCCESS
,2310,Please   click here   for Pre - Order Vendor Info and how to Order from  Vendors.,0.0,snohomish,Washington,0,SUCCESS
,8040,"During a COVID-19 outbreak, when it may not be possible to  eliminate the hazard, the most effective protection measures  are (listed from most effective to least effective): engineering  controls, administrative controls, safe work practices (a type  of administrative control), and PPE.",0.0,polk,Iowa,0,SUCCESS
,1972,A breakdown of dollar amounts is  below.,0.0,snohomish,Washington,0,SUCCESS
,12220,"Logistics   Food Unit   Patty Nordmeyer  Sign - up at the front desk by 10:00  Use provided, disposable utensils   do not share  Food schedule  Friday   Iowa Tap Room  Monday   El Bait Shop  Tuesday   Great Caterers of Iowa 43 Our success is measured by how well we help others succeed.",0.0,polk,Iowa,0,SUCCESS
,7758,Some companies are allowing employees to take  their own temperature while others are providing a trained employee to take all   temperatures.,1.0,polk,Iowa,1,SUCCESS
,10307,"High of 64, low around 42.",0.0,polk,Iowa,0,SUCCESS
,2618,"Stick with your squad      Only recreate, travel in cars/boats/vehicles  with those in you r immediate household who are not at high risk.",0.0,snohomish,Washington,0,SUCCESS
,297,"For more information, the public can call 425 - 388 - 3425.",0.0,snohomish,Washington,0,SUCCESS
,13155,"Logistics Section   Dutch Geisinger, Safeguard Iowa 39 Objectives Due Date Address concerns from private sector Ongoing Continue adding to scam and FAQ page Ongoing Discussion with IEDA on recovery and messaging to businesses Ongoing Continue to support private sector and government requests for resources Ongoing Identify successor 4/8 Identify specific donors for needed items 4/8 Guidance from OSHA on employee protection 4/8 Test/validate virtual EOC operations  4/10 Our success is measured by how well we help others succeed.",1.0,polk,Iowa,1,SUCCESS
,9377,Welcome Å’Planning Section Chief 1.Welcome & Introductions 2.Expected Outcomes A.Transfer of information B.Hand off duties  C.Clarify expectations for the day  D.Execution of Incident Action Plan (IAP) 3.Ground Rules A.Cell phones and radios off/silent  B.Minimize side-bar conversations  C.Stick to the agenda 2Oursuccess ismeasuredbyhowwellwehelpotherssucceed.,0.0,polk,Iowa,0,SUCCESS
,13165,Our success is measured by how well we help others succeed.,0.0,polk,Iowa,0,SUCCESS
,10483,Wash your hands / use  sanitizer frequently 2.,0.0,polk,Iowa,0,SUCCESS
,5149,"COVID -                  ,  -        -       ( Dr .",0.0,buncombe,North Carolina,0,SUCCESS
,7593,Additional  flexibilities might include giving advances on future sick leave and allowing employees  to donate sick leave to each other.,1.0,polk,Iowa,1,SUCCESS
,407,"JIC Video: Stay Strong, Stay Home, Stay Healthy   The Snohomish County Emergency Coordination Center (ECC) has  been active for 41 days now in t he fight against COVID - 19.",0.0,snohomish,Washington,0,SUCCESS
,14189,Coor dination and collaboration among community partners is necessary and will be done using the  principles of the National Incident Management System (NIMS) and Incident Command System (ICS)   9.,0.0,polk,Iowa,0,SUCCESS
,12526,"Dispatch center restricted  only to call center staff (no visitors, no other personnel).",0.0,polk,Iowa,0,SUCCESS
,16258,has been  invited to be represented in the Polk County EOC to represent ESF - 4.,0.0,polk,Iowa,0,SUCCESS
,17029,"According to the CDC, symptoms of COVID-19 may appear in  as few as 2 days or as long as 14 days after exposure.",0.0,polk,Iowa,0,SUCCESS
,8949,"I feel ""bogged down"" by the system.",0.0,polk,Iowa,0,SUCCESS
,401,"SNOHOMISH COUNTY    DAILY BRIEFING   Snohomish County Provide s   Update on COVID - 19  Response   The Joint Information Center hosted a Zoom press conference  earlier  today with Snohomish County Executive Dave Somers, Snohomish  Health District Health Officer Dr. Chris Spitters, and Dr. Matt Beecroft a  physician in the Emergency Department at Providence Regional  Medical Center in Everett.",0.0,snohomish,Washington,0,SUCCESS
,2188,"Similar to the week before, nearly 1 in 5 of new  initial claims for unemployment, during the week of May 31 - June 6, were in  the following industries: transportation equipment manufacturing, specialty   trade contractors, and food services/drinking places.",0.0,snohomish,Washington,0,SUCCESS
,14891,Public health preparedness will limit the scope of the disease spread (Phase 1)   2.,0.0,polk,Iowa,0,SUCCESS
,6473,She asked everyone  to  review  the  Tulsa   Remote   program  and  to  begin t hinking about  ways to prepare Baton Rouge for  future economic growth.,0.0,east_baton_rouge,Louisiana,0,SUCCESS
,9917,"Medical  Coord Ctr (MCC) Group  Å’Franny Medeiros, PCHD Recent Accomplishments Å",0.0,polk,Iowa,0,SUCCESS
,1472,The first three presenters for  TEDxSnoIsleLibraries   2020   are ready to share  their stories.,0.0,snohomish,Washington,0,SUCCESS
,4305,"Funding priorities will focus on housi ng and food programs serving the  hardest hit community members, including under - served populations.",0.0,snohomish,Washington,0,SUCCESS
,6672,C all  All Care at  712 - 325 - 1990.,0.0,pottawattamie,Iowa,0,SUCCESS
,8322,If you  have symptoms before and after the hours of the 211  medical phone line then call your healthcare  provide r .,0.0,polk,Iowa,0,SUCCESS
,10089,"Mental Health Group Å’Liz Cox, Polk County Health Services 30ObjectivesDue Date Continue connecting withvolunteers withhomeboundpeopleOngoing Equip (purchase) consumers withphonesfor telehealth servicesOngoing Coordinate withLegal AidOngoing Develop communications tosupportfamilies andchildren inresponseto schoolclosures 4/22Oursuccess ismeasuredbyhowwellwehelpotherssucceed.",0.0,polk,Iowa,0,SUCCESS
,2415,Please expect  long  delays and  use social  distancing guidelines of six feet.,0.0,snohomish,Washington,0,SUCCESS
