category,diff_line,county,state
,"These efforts include:   Meeting with key community stakeholder groups the week of March 2 to coordinate plans and provide guidance for decision makers in considering community measures to reduce transmission, or non-pharmaceutical interventions.",whatcom,Washington
,"These meetings will include elected officials, public safety officials, healthcare providers, schools, child care facilities, housing partners, and others.",whatcom,Washington
,  Continuing to provide guidance and consultation to healthcare providers as they evaluate patients based on the evolving CDC guidelines.,whatcom,Washington
,Testing is limited to patients meeting the specific criteria outlined in CDC guidelines.,whatcom,Washington
,"Now that we are seeing community spread, individual actions and preparation are even more important.",whatcom,Washington
,"  Prevention starts with good personal health habits: stay home when you are sick, cover your cough or sneeze with a tissue, wash your hands frequently with soap and water, and clean frequently-touched surfaces and objects.",whatcom,Washington
,  Plan for how you will care for kids or other loved ones at home.,whatcom,Washington
,  Discuss sick leave policies and telework options with your employer.,whatcom,Washington
,  Be ready to help neighbors and elders in your community.,whatcom,Washington
,"  Stay informed by and share reliable sources of information, such as the Centers for Disease Control & Prevention and the Washington State Department of Health.",whatcom,Washington
,For more information on novel coronavirus This is an emerging outbreak with rapidly evolving information.,whatcom,Washington
,Updates will be made as new information emerges on the DOH website and Whatcom County Health Department’s website.,whatcom,Washington
,The Washington State Department of Health has established a call center to address questions from the public.,whatcom,Washington
,"If you have questions about what is happening in Washington state, how the virus is spread, and what to do if you have symptoms, please call 1-800-525-0127 and press #.",whatcom,Washington
,"### 509 Girard Street Bellingham, WA 98225-4005  1500 North State Street 360 .778.6000 | FAX 360.778.6001  Bellingham, WA 98225-4551 WhatcomCountyHealth  360.778.6100 | FAX 360.778.6101 WhatcomCoHealth  www.whatcomcounty.us/health",whatcom,Washington
