category,diff_line,county,state
,Especially come back to your values of kindness  and caring.,polk,Iowa
,"Consider:  What are kind , carin g ways you can treat yourself as you go through this?",polk,Iowa
,"What are k ind words you can say  to yourself,  kind deeds you can do  for yourself?",polk,Iowa
,What are kind ways you can treat others who are suffering ?,polk,Iowa
,"What are kind, caring ways of  contributing to the wellbeing  of your community?",polk,Iowa
,What can you say and do that will enable  you  to look back in years to come and feel proud  of your response ?,polk,Iowa
,"I = Identify resources   Identify resources for help, assistance, support , and advice .",polk,Iowa
,"This includes friends, family,  neighbours, health professionals, emergency services.",polk,Iowa
,"And make sure you know the  emergency helpline phone numbers , including psychological help if required .",polk,Iowa
,Also r each out to your social networks.,polk,Iowa
,"And if you are able to offer support  to others, let  them  know; you can be a resource for other  people , just  as they can for you .",polk,Iowa
,One  very important  aspect of this  process  involves finding  a reliable  and trustworthy  source  of information for updates on the crisis and guidelines for responding to it.,polk,Iowa
,The World  Health Organisation website is the leading source of such information:  https://www.who.,polk,Iowa
,int/emergencies/diseases/novel -coronavirus -2019  Also check the website of your country™s government health department.,polk,Iowa
,"Use this in formation to d evelop  your own resources:  action plans  to protect yourself and  others, and to prepare in advance  for quarantin e or emergency .",polk,Iowa
,"D = Disinfect  & distance  physically  I™m sure you already know this, but it™s worth repeating: disinfect your hands regularly and   practice as much social distancing as realistically possible, for the greater good of your   community.",polk,Iowa
,"And reme mber, we™re talking about physical  distancing  Œ not cutting off  emotionally.",polk,Iowa
,"(If you aren™t quite sure  about what this means, read this:  https://www.who.int/emergencies/diseases/novel -coronavirus -2019/advice -for -public  ) This is an important aspect of committed action, so align it deeply with you r values;  recognise that these are truly caring actions.",polk,Iowa
,"© Russ Harris, 2020  www.TheHappinessTrap.com   www.ImLearningACT.com     In Summary  So again and again  and again , as problems pile up in the world a round you, and emotional  storms rage in the world within you, come back to the  steps of FACE COVID:  F = Focus on what™s in your control  A = Acknowledge your thoughts and feelings  C = Come back into your body  E = Engage in what you™re doing   C = Committed ac tion  O = Opening up  V = Values  I = Identify resources  D = Disinfect & distance    ******************************************************************  Well,  I do hope there™s something useful in here for you ; and  feel free to share this with  others  if you think may  find it helpful .",polk,Iowa
,"These are crazy, difficult, scary times, so please do tr eat yourself kindly .",polk,Iowa
,"And remember the  words of Winston Churchill:  ‚When you™re going through hell,  keep going™.",polk,Iowa
,"All the best,  Cheers, Russ Harris              How to Cope with Anxiety about Novel Coronavirus (COVID - 19)   Updated: 3/10/20     Facts not f ear:         all viruses, including  COVID - 19   by   frequently  washing your hands for 20 seconds, staying home when you are sick, and  covering coughs and sneezes with a tissue or your elbow/upper arm.",polk,Iowa
,Stay calm :         .,polk,Iowa
,Recognize   when  other p    fears and anxieties are influencing  your own   emotional or mental health.,polk,Iowa
,"When we   make decision s   out of fear, rather than fact s .",polk,Iowa
,"Keep up - to - date:        For topics  that cause significant anxiety,   people find themselves better able to cope if they  feel knowledgeable about the topic.",polk,Iowa
,"U se   trusted resources, such as the  Center s   for Disease  Control and P revention   (CDC)   and the  Iowa Department of Public Health   (IDPH) .",polk,Iowa
,"Unplug:        Information, real or fake, is a   s important to have the facts  and stay up - to - date, but when information creates a barrier to daily functioning, it can  increase fear and anxiety.",polk,Iowa
,Be aware of how plugged in you are and  to  w hat you are exposing  yourself .,polk,Iowa
,"Prioritize good sleep, exercise and   healthy eating choices:        Stress  affects   your immune system response.",polk,Iowa
,"Make a list of priorities and include  commitments to 8 hours of sleep, adequate exercise and healthy eating choices.",polk,Iowa
,Focus on P reparedness:        Be informed;   be educa ted.,polk,Iowa
,One way to  address anxiety   is to  f ocus   on the circumstances you  can control.,polk,Iowa
,"Taking efforts to control what you can, like washing your hands   and other  prevention strategies , will help to lessen the stress caused by the fear of the unknown.",polk,Iowa
,Both  the CDC and IDPH websi tes have resources on prevention and preparedness.,polk,Iowa
,When do you need help?,polk,Iowa
,"When symptoms associated with your anxiety have  affected   your ability to function in some  part of your life,  it is   time to reach out.",polk,Iowa
,Does worry cause you to lose sleep or does the   fear  of becoming sick cause you to isolate?,polk,Iowa
,Reach out to your healthcare provider and discuss  your concerns.,polk,Iowa
,"If you or a loved one are facing problems with alcohol, drugs, gambling,  mental health or suicidal thoughts,  contact  Your Life Iowa  by live   chat , text (855 - 895 - 8398)   or  phone   (855 - 581 - 8111) .",polk,Iowa
,"TAKING CARE OF YOUR  BEHAVIORAL HEALTH Tips For Social Distancing, Quarantine, And Isolation During An Infectious Disease Outbreak What Is Social Distancing?",polk,Iowa
,Social distancing is a way to keep people from in- teracting closely or frequently enough to spread  an infectious disease.,polk,Iowa
,"Schools and other gath- ering places such as movie theaters may close,  and sports events and religious services may be  cancelled.",polk,Iowa
,What Is Quarantine?,polk,Iowa
,Quarantine separates and restricts the move- ment of people who have been exposed to a  contagious disease to see if they become sick.,polk,Iowa
,It  lasts long enough to ensure the person has not  contracted an infectious disease.,polk,Iowa
,What Is Isolation?Isolation prevents the spread of an infectious  disease by separating people who are sick from- those who are not.It lasts as long as the disease  is contagious.,polk,Iowa
,"Introduction In the event of an infectious disease outbreak, local  officals may require the public to take measures to  limit and control the spread of the disease.",polk,Iowa
,"This tip  sheet provides information about  social distancing , quarantine , and isolation.",polk,Iowa
,The government has the  right to enforce federal and state laws related to  public health if people within the country get sick  with highly contagious diseases that have the po- tential to develop into outbreaks or pandemics.,polk,Iowa
,"This tip sheet describes feelings and thoughts you  may have during and after social distancing, quar- antine, and isolation.",polk,Iowa
,It also suggests ways to care  Toll-Free: 1-877-SAMHSA-7 (1-877-726-4727) | Info@samhsa.hhs.gov | http://store.samhsa.gov for your behavioral health during these experiences  and provides resources for more help.,polk,Iowa
,"What To Expect: Typical Reactions Everyone reacts differently to stressful situations such  as an infectious disease outbreak that requires social  distancing, quarantine, or isolation.",polk,Iowa
,"People may feel: Ł Anxiety, worry, or fear related to: Ł Your own health status Ł The health status of others whom you may have  exposed to the disease Ł The resentment that your friends and family may  feel if they need to go into quarantine as a result  of contact with you Ł The experience of monitoring yourself, or being  monitored by others for signs and symptoms of  the diseaseŁ Time taken off from work and the potential loss  of income and job security Ł The challenges of securing things you need,  such as groceries and personal care items Ł Concern  about being able to effectively care for  children or others in your care Ł Uncertainty or frustration  about how long you  will need to remain in this situation, and uncer- tainty about the future Ł Loneliness  associated with feeling cut off from  the world and from loved ones Ł Anger if you think you were exposed to the dis- ease because of others™ negligence Ł Boredom and frustration  because you  may not  be able to work or engage in regular day-to-day  activitiesŁ Uncertainty or ambivalence  about the situationŁ A desire  to use alcohol or drugs to cope Ł Symptoms of depression,  such as feelings of  hopelessness, changes in appetite, or sleeping  Toll-Free: 1-877-SAMHSA-7 (1-877-726-4727) | Info@samhsa.hhs.gov | http://store.samhsa.gov Taking Care of Your Behavioral Health: TIPS FOR SOCIAL DISTANCING, QUARANTINE, AND ISOLATION DURING AN INFECTIOUS DISEASE OUTBREAK too little or too much Ł Symptoms of post-traumatic stress  disorder (PTSD), such as intrusive  distressing memories, flashbacks  (reliving the event), nightmares,  changes in thoughts and mood, and  being easily startled If you or a loved one experience any of these  reactions for 2 to 4 weeks or more, contact  your health care provider or one of the re -sources at the end of this tip sheet.",polk,Iowa
,"Ways To Support Yourself  During Social Distancing,  Quarantine, and Isolation UNDERSTAND THE RISK Consider the real risk of harm to yourself  and others around you.",polk,Iowa
,The public percep -tion of risk during a situation such as an infectious disease outbreak is often inaccu -rate.,polk,Iowa
,Media coverage may create the im -pression that people are in immediate dan -ger when really the risk for infection may be  very low.,polk,Iowa
,"Take steps to get the facts:  Ł Stay up to date on what is happening,  while limiting your media exposure.",polk,Iowa
,Avoid watching or listening to news  reports 24/7 since this tends to increase  anxiety and worry.,polk,Iowa
,Remember that chil -dren are especially affected by what they  hear and see on television.,polk,Iowa
,Ł Look to credible sources for information  on the infectious disease outbreak (see  page 3 for sources of reliable out -break-related information).,polk,Iowa
,"BE YOUR OWN ADVOCATE Speaking out about your needs is partic -ularly important if you are in quarantine,  since you may not be in a hospital or other  facility where your basic needs are met.",polk,Iowa
,"Ensure  you have what you need to feel safe, secure,  and comfortable.",polk,Iowa
,"Ł Work with local, state, or national health  officials to find out how you can arrange for  groceries and toiletries to be delivered to  your home as needed.",polk,Iowa
,Ł Inform health care providers or health  authorities of any needed medications and  work with them to ensure that you continue  to receive those medications.,polk,Iowa
,"EDUCATE YOURSELF Health care providers and health authorities  should provide information on the disease, its  diagnosis, and treatment.",polk,Iowa
,"Ł Do not be afraid to ask questionsŠclear  communication with a health care provider  may help reduce any distress associated  with social distancing, quarantine, or isola -tion.Ł Ask for written information when available.",polk,Iowa
,Ł Ask a family member or friend to obtain  information in the event that you are unable  to secure this information on your own.,polk,Iowa
,"WORK WITH YOUR EMPLOYER TO REDUCE  FINANCIAL STRESS If you™re unable to work during this time, you  may experience stress related to your job sta -tus or financial situation.",polk,Iowa
,Ł Provide your employer with a clear expla -nation  of why you are away from work.,polk,Iowa
,"Ł Contact the U.S. Department of Labor toll-  free at 1-866-487-2365 about the Family  and Medical Leave Act (FMLA), which  allows U.S. employees up to 12 weeks of  unpaid leave for serious medical condi -tions, or to care for a family member with a  PAGE 2 Toll-Free: 1-877-SAMHSA-7 (1-877-726-4727) | Info@samhsa.hhs.gov | http://store.samhsa.gov Taking Care of Your Behavioral Health: TIPS FOR SOCIAL DISTANCING, QUARANTINE, AND ISOLATION DURING AN INFECTIOUS DISEASE OUTBREAK serious medical condition.",polk,Iowa
,"ŁContact your utility providers, cable and Internet provider, and other compa-  nies from whom you get monthly bills  to explain your situation and request  alternative bill payment arrangements  as needed.CONNECT WITH OTHERSReaching out to people you trust is one of the best ways to reduce anxiety, depression, loneliness, and boredom during social dis-tancing, quarantine, and isolation.",polk,Iowa
,"You can: ŁUse the telephone, email, text messag- ing, and social media to connect with  friends, family, and others.",polk,Iowa
,ŁTalk ﬁface to faceﬂ with friends and loved  ones using Skype or FaceTime.,polk,Iowa
,"ŁIf approved by health authorities and  your health care providers, arrange for  your friends and loved ones to bring you  newspapers, movies, and books.",polk,Iowa
,ŁSign up for emergency alerts via text or email to ensure you get updates as soon as  they are available.,polk,Iowa
,"ŁCall SAMHSA™s free 24-hour Disaster Dis- tress Helpline at 1-800-985-5990, if you feel  lonely or need support.",polk,Iowa
,"ŁUse the Internet, radio, and television to keep up with local, national, and world  events.",polk,Iowa
,"ŁIf you need to connect with someone because of an ongoing alcohol or drug  problem, consider calling your local Alco-  holics Anonymous or Narcotics Anonymous  offices.",polk,Iowa
,"TALK TO YOUR DOCTOR If you are in a medical facility, you may have ac- cess to health care providers who can answer   your questions.",polk,Iowa
,"However, if you are quarantined   at home, and you™re worried about physical   symptoms you or your loved ones may be expe-  riencing, call your doctor or other health care   provider: ŁAsk your provider whether it would be possible to schedule remote appointments via Skype or FaceTime for mental health,  substance use, or physical health needs.",polk,Iowa
,"ŁIn the event that your doctor is unavailable and you are feeling stressed or are in crisis,  call the hotline numbers listed at the end of  this tip sheet for support.",polk,Iowa
,"USE PRACTICAL WAYS TO COPE AND RELAX ŁRelax your body often by doing things that work for you-take deep breaths, stretch, meditate or pray, or engage in activities you  enjoy.",polk,Iowa
,"ŁPace yourself between stressful activities, and do something fun after a hard task.",polk,Iowa
,"ŁTalk about your experiences and feelings to loved ones and friends, if you find it helpful.",polk,Iowa
,"ŁMaintain a sense of hope and positive Sources for Reliable Outbreak-  Related Information  Centers for Disease Control and Preven- tion 1600 Clifton Road    Atlanta, GA 30329-4027    1-800-CDC-INFO (1-800-232-4636)  http://www.cdc.gov World Health Organization   Regional Office for the Americas of the   World Health Organization    525 23rd Street, NW    Washington, DC 20037    202-974-3000 http://www.who.int/en PAGE 3 Toll-Free: 1-877-SAMHSA-7 (1-877-726-4727) | Info@samhsa.hhs.gov | http://store.samhsa.gov Taking Care of Your Behavioral Health: TIPS FOR SOCIAL DISTANCING, QUARANTINE, AND ISOLATION DURING AN INFECTIOUS DISEASE OUTBREAK Helpful Resources  Hotlines  SAMHSA™s Disaster Distress Helpline Toll-Free: 1-800-985-5990 (English and español)  SMS: Text  TalkWithUs to 66746  SMS (español): ﬁHablanosﬂ al 66746   TTY: 1-800-846-8517 Website (English): http://www.disasterdistress.samhsa.gov   Website (español): http://www.disasterdistress.samhsa.gov/   espanol.aspx  SAMHSA™s National Helpline Toll-Free: 1-800-662-HELP (24/7/365 Treatment Referral  Information Service in English and español)  Website:  http://www.samhsa.gov/find-help/national-help- line National Suicide Prevention Lifeline  Toll-Free (English): 1-800-273-TALK (8255)  Toll-Free  (español):  1-888-628-9454   TTY: 1-800-799-4TTY (4889)  Website (English): http://www.suicidepreventionlifeline.org  Website (español): http://www.suicidepreventionlifeline.org/   gethelp/spanish.aspx  Treatment  Locator  Behavioral Health Treatment Services Locator Website:  http://findtreatment.samhsa.gov/locator/home  For help finding treatment 1-800-662-HELP (4357) https://findtreatment.gov/ SAMHSA Disaster  Technical Assistance Center  Toll-Free: 1-800-308-3515  Email: DTAC@samhsa.hhs.gov Website: http://www.samhsa.gov/dtac thinking; consider keeping a journal where  you write down things you are grateful for or   that are going well.",polk,Iowa
,"AFTER SOCIAL DISTANCING, QUARANTINE, OR   ISOLATION You may experience mixed emotions, including  a sense of relief.",polk,Iowa
,"If you were isolated because   you had the illness, you may feel sadness or   anger because friends and loved ones may have   unfounded fears of contracting the disease from   contact with you, even though you have been   determined not to be contagious.",polk,Iowa
,The best way to end this common fear is to  learn about the disease and the actual risk to   others.,polk,Iowa
,"Sharing this information will often calm   fears in others and allow you to reconnect with   them.If you or your loved ones experience symptoms  of extreme stressŠsuch as trouble sleeping,   problems with eating too much or too little,   inability to carry out routine daily activities,   or using drugs or alcohol to copeŠspeak to a   health care provider or call one of the hotlines   listed to the right for a referral.",polk,Iowa
,"If you are feeling overwhelmed with emotions such as  sadness, depression, anxiety, or feel like you want to harm   yourself or someone  else, call 911 or the National Suicide   Prevention Lifeline at 1-800-273-TALK (1-800-273-8255).",polk,Iowa
,HHS Publication No.,polk,Iowa
,"SMA-14-4894 (2014) *Note: Inclusion or mention of a resource in this fact sheet does notimply endorsement by the Center for Mental Health Services, the Substance Abuse and Mental Health Services Administration, or the  U.S. Department of Health and Human Services.PAGE 4 1COVID-19 Federal Resource USDA and its Federal partners have programs that can be used to provide immediate and long-term assistance to rural communities affected by  the COVID-19 outbreak.",polk,Iowa
,"These programs can support recovery efforts for rural residents, businesses and communities through:  Łtechnical, training, and management assistance;Ł˜nancial assistance; andŁstate and local assistance.This resource matrix organizes funding opportunities identi˜ed in the CARES Act and other federal resources that can help support rural America.",polk,Iowa
,Opportunities are categorized by customer and assistance type.,polk,Iowa
,"For more information on the immediate actions USDA is taking to respond to COVID-19, visit  usda.gov/coronavirus .",polk,Iowa
,"For the latest news from the CDC on COVID-19, visit coronavirus.gov .2COVID-19 Federal Response Resource MatrixRural  CustomerTechnical Assistance/  Training/Management Financial  AssistanceGeneral State/ Local ResourcesFor-Pro˜t Businesses: Corporations, Limited  Liability Companies, sole  proprietorships, etc.Ł USDA Agriculture Marketing Service:  FAQ™s: Related to COVID-19 impact  on the Fruit and Vegetable industry Ł SBA: COVID-19 Small Bus   Guidance and Loan ResourcesŁ Small Business Development   Centers: Small Business ResourcesŁ Service Corps of Retired   Executives (SCORE):   Small Business Resource HubŁ SCORE: Remote mentoringŁ Bene˜ts.gov Coronavirus resourcesŁ DOL: Families First Coronavirus   Response Act Notice-FAQS Ł FDA-COVID-19-Related Guidance   Documents for Industry, FDA Staff,   and Other StakeholdersŁ USDA Rural Development Business   and Industry Loan GuaranteeŁ USDA Farm Service Agency:   Microloan ProgramsŁ SBA Paycheck Protection Program Ł SBA COVID-19 Economic Injury   Disaster LoanŁ SBA: COVID-19 Small Bus   Guidance and Loan ResourcesŁ DOL: National Health Emergency   Dislocated Worker Grants Ł DOL: Wage and Hour Division:   COVID-19 and the American   Workplace Ł Guidance for Businesses and   Employers to Plan and RespondŁ Coronavirus.Gov-Breakdown   of AssistanceAgricultural Producers  and Ranchers:Ł USDA Continues Focus on Service  During COVID-19 OutbreakŁ H-2A Visa Program COVID-19   Related ResourcesŁ Farm Loan Discovery Tool Ł Farm Service Agency: Guaranteed   Loans-Lender Toolkit Ł USDA Agriculture Marketing Service:   FAQ™s: Related to COVID-19 impact   on the Fruit and Vegetable industry Ł Farmers.gov: Funding for Farmers,   Ranchers, and forest landownersŁ Farm Loan Discovery Tool Ł USDA Farm Service Agency:   Microloan ProgramsŁ Find your local Natural Resources   Conservation Service of˜ceŁ SBA Paycheck Protection Program 3COVID-19 Federal Response Resource MatrixRural  CustomerTechnical Assistance/  Training/Management Financial  AssistanceGeneral State/ Local ResourcesGovernment Entities: State, County or   local governmentsŁ USDA Foreign Agricultural Service  (FAS) Data and Analysis Ł USDA FAS Overseas Of˜ce   DirectoryŁ USDA FAS Programs Ł FNS Coronavirus Website Ł National Park Service Public Health   UpdateŁ FEMA: Coronavirus (COVID-19)   ResponseŁ FEMA Coronavirus Rumor Control Ł Interim Guidance for Emergency   Medical Services (EMS) Systems   and 911 Public Safety Answering   Points: CDCŁ FCC: Service Providers Pledge(s)Ł Cybersecurity & Infrastructure   Security Agency: Critical   Infrastructure GuidanceŁ USDA Food and Nutrition Service   (FNS) Response to COVID-19Ł Meals to You: Baylor Collaborative   on Hunger and Poverty (FNS   Announcement)Ł USDA Rural Development:   COVID-19 Resource Website Ł USDA Rural Development   ReConnect ProgramŁ VA Homeless Housing Assistance Ł Substance Abuse and Mental Health   Services Administration (SAMHSA):   Coronavirus ResourcesŁ Emergency Medical Services   EMS.gov: Coronavirus/COVID-19   ResourcesŁ HUD: COVID-19 Resources and   Fact SheetsŁ EPA: Water Utility Resources Ł DOJ: Of˜ce of Community Oriented   Policing Services (COPS)Ł DOJ: Of˜ce of Justice Programs   (OJP)Ł DOJ: Of˜ce on Violence Against   Women (OVW) Ł U.S. Interagency Council on   Homelessness (USICH) - COVID-19   ResourcesŁ FCC: Home Network Tips for the   Coronavirus PandemicŁ Appalachian Regional Commission:   Real-Time Data Maps Spread of   Coronavirus at Regional LevelŁ USA.Gov State Speci˜c COVID-19   Resources: Links to each State from   this site4COVID-19 Federal Response Resource MatrixRural  CustomerTechnical Assistance/  Training/Management Financial  AssistanceGeneral State/ Local ResourcesNonpro˜ts:  Economic Dev.",polk,Iowa
,"Corps.,   universities, schools,  libraries, faith-based  organizations, etc.",polk,Iowa
,Ł USDA National Institute of Food and  Agriculture Coronavirus (COVID-19)   ResourcesŁ FNS: How to become a Summer Site   SponsorŁ U.S. Interagency Council on   Homelessness (USICH) - COVID-19   ResourcesŁ CDC: Information for Healthcare   ProfessionalsŁ USDA Rural Development.,polk,Iowa
,"Distance   Learning and Telemedicine (DLT) Ł SBA COVID-19 Economic Injury   Disaster LoanŁ U.S. Economic Development   AdministrationŁ FNS: How to become a Summer   Site SponsorŁ DOE COVID-19 Information and   Resources for Schools and School   PersonnelCooperativesŁ USDA Cooperative Programs Site:   Publications and ResearchŁ SBA Paycheck Protection Program Ł SBA COVID-19 Economic Injury   Disaster LoanŁ USDA RD Funded Rural   Cooperative Development   Center listingIndividuals/Households:Ł USDA Coronavirus Disease   (COVID-19)Ł ChooseMyPlate: Food Planning   during the Coronavirus PandemicŁ VA: Novel Coronavirus Disease   (COVID-19)Ł COVID-19: Social Insurance and   Other Income-Support Options for   Those Unable to Work  Ł Workplace Leave and   Unemployment Insurance for   Individuals Affected by COVID-19 Ł Food Safety and Inspection Service:   Common questions about Food   Safety and COVID-19Ł Food Finder: Connects families to   feeding sitesŁ USDA RD Single Family Guaranteed   Housing Loan Program Website Ł USDA Meals for Kids Site Finder Ł DOL: Wage and Hour Division:   COVID-19 and the American   Workplace Ł VA: Housing Assistance Ł VA: Homeless Housing Assistance 5COVID-19 Federal Response Resource MatrixRural  CustomerTechnical Assistance/  Training/Management Financial  AssistanceGeneral State/ Local ResourcesHealth: HospitalsŁ Substance Abuse and Mental Health  Services Administration SAMHSA:   Coronavirus (COVID-19)Ł Centers for Medicaid and   Medicare ServicesŁ CDC-COVID-19 Fact SheetŁ Medicare Telehealth Frequently   Asked QuestionsŁ HHS Partnership Of˜ce-Preventive   Practices and FAQs for Faith-based   and Community LeadersŁ HHS-What do Older Adults   and People with Disabilities   Need to Know?Ł Coronavirus Treatment Acceleration   Program (CTAP) Ł Centers for Medicaid and   Medicare Services˚Ł HHS Awards $100 Million to Health   Centers for COVID-19 ResponseŁ VA Public Health Response to   COVID-19Ł FCC Expands Broadband Access in   Response to COVID-19Ł HHS COVID-19 Tribal funding Ł HHS-CMS Long-Term Care Nursing   Homes Telehealth and Telemedicine   Tool Kit 6COVID-19 Federal Response Resource MatrixRural  CustomerTechnical Assistance/  Training/Management Financial  AssistanceGeneral State/ Local ResourcesFederally-recognized Tribes, or    Tribal organizations Ł USDA Food and Nutrition Service  (FNS) Response to COVID-19Ł Intertribal Agriculture Council:   COVID-19 ResourcesŁ Indian Health Service: Coronavirus   (COVID-19)Ł FEMA: Coronavirus (COVID-19)   ResponseŁ COVID-19 Resources for Indian   Country: National Congress of   American IndiansŁ Food Distribution Program on Indian   Reservations (FDPIR)Ł USDA Rural Development.",polk,Iowa
,ReConnect ProgramŁ USDA Rural Development.,polk,Iowa
,"Distance   Learning and Telemedicine (DLT) Ł Institute of Museum and Library   Services: Grants to expand digital   network access etc.Ł HUD Native American Programs:   IHBG and ICDBG fundsŁ Indian Health Services: Increased   funding in multiple programs Ł Bureau of Indian Affairs: Indian   Affairs Operation of Indian Programs Ł $8 billion set-aside for tribal nations   from the Coronavirus Relief Fund   to use for expenditures incurred   due to the COVID-19 public health   emergencyŁ Housing and Urban Development   (HUD) COVID-19 Resources and   Fact SheetsŁ EPA: Water Utility Resources Ł DOJ: Of˜ce of Community Oriented   Policing Services (COPS)Ł DOJ: Of˜ce of Justice Programs   (OJP)Ł DOJ: Of˜ce on Violence Against   Women (OVW) 7Glossary of Terms CARES Act: Coronavirus Aid, Relief, and Economic Security Act FAQS:  Frequently Asked Questions Data ŁESRI Impact Planning for COVID-19: Community Indicators related to decision making around COVID-19 ImpactŁTableau Data Visualization Hub (looking at data from multiple perspectives)ŁŁCOVID-19 Model by Johns Hopkins UniversityŁJohn Hopkins Corona Virus Resource Center - COVID TrackingŁCOVID-19 Coronavirus Pandemic Œ world aggregate of cases and by country breakdownŁ8Additional Federal Agency COVID-19 Resources AcronymDe˜nitionCDCCenters for Disease Control and Prevention (CDC)CMSCenters for Medicare and MedicaidCHCOChief Human Capital Of˜cers CouncilCFPBConsumer Financial Protection Bureau (CFPB)CNCSCorporation for National and Community Service (CNCS)CISACybersecurity and Infrastructure Security Agency DAUDefense Acquisition University DeCADefense Commissary Agency USDADepartment of Agriculture (USDA) DoDDepartment of Defense (DoD)DOEDepartment of Energy (DOE)HHSDepartment of Health and Human Services (HHS)DHSDepartment of Homeland Security (DHS)HUDDepartment of Housing and Urban Development (HUD)DEADrug Enforcement Administration Diversion   Control DivisionDOLDepartment of Labor (DOL)DOSDepartment of State (DOS)USDOTDepartment of the Treasury ODNIDirector of National IntelligenceEPA Environmental Protection Agency (EPA) EXIMExport-Import Bank of the United StatesFAA Federal Aviation Administration (FAA) BOPFederal Bureau of PrisonsFCCFederal Communications Commission (FCC)FDICFederal Deposit Insurance Corporation (FDIC)EDFederal Student Aid FTCFederal Trade Commission (FTC) AcronymDe˜nitionFTA Federal Transit Administration (FTA) FDAFood and Drug Administration (FDA) GSAGeneral Services Administration (GSA) IAIndian Affairs IMLSInstitute for Museum and Library Services (IMLS)IRSInternal Revenue Service (IRS)MSPGMerit Systems Protection Board (MSPB)MCFPMilitary Community and Family PolicyNANational ArchivesNCPCNational Capital Planning CommissionNPSNational Park ServiceNRELNational Renewable Energy LaboratoryNSFNational Science Foundation (NSF)NMCPHCNavy and Marine Corps Public Health CenterUSNRCNuclear Regulatory CommissionASPROf˜ce of the Assistant Secretary for Preparedness   and ResponseOPMOf˜ce of Personnel ManagementSBASmall Business Administration (SBA) TSATransportation Security Administration USAIDU.S.",polk,Iowa
,Agency for International Development USCISU.S.,polk,Iowa
,Citizenship and Immigration Service (USCIS)USFA U.S. Fire Administration USNORHCOMU.S.,polk,Iowa
,Northern CommandUSPTO U.S. Patent and Trademark Of˜ce (USPTO) USSOCOMU.S.,polk,Iowa
,"Special Operations CommandWHSWashington Headquarters Services USDA is an equal opportunity provider, employer, and lender.",polk,Iowa
,"DEVELOPED  MAY 6, 2020       COVID -19 Back to Work   Considerations   Created by Polk County Health Department, Polk County  Emergency Management and Safeguard Iowa Partnership           1  COVID -19  Back t o Work Considerations   The considerations for repatriation of your workforce to the office following COVID 19 has been  on the minds of most business owners across Iowa, the United States and the world.",polk,Iowa
,"In order to   do so safely, we have to consider what changes must take place t o protect the physical and  mental wellbeing of our employees, contractors, vendors and visitors to each of our facilities.",polk,Iowa
,We still face many challenges as we look forward to the next few weeks.,polk,Iowa
,"Lack of Personal   Protective Equipment (PPE) for employees,  shortage of testing for individuals, conflicting   information on how we handle employees that have tested positive or have been given the   diagnosis of a presumptive positive are all things that add a complex dynamic to bringing our   workforce back.",polk,Iowa
,We hav e pulled together ma ny different resources to provide a  variety of businesses and  organizations gui dance as they address reopening.,polk,Iowa
,Table of Contents   General Tips  Œ pg.,polk,Iowa
,2   General Employee  Guidance  Œ pg.,polk,Iowa
,3   Workplace L eave  Policies  Œ pg.,polk,Iowa
,4   Cleaning Policies  Œ pgs.,polk,Iowa
,5 -9  Industry Specific  Œ pgs.,polk,Iowa
,10 -18 o Dining/Bars  Œ pgs.,polk,Iowa
,"10 -11 o Manufacturing , Distribution and Construction  Œ pg.",polk,Iowa
,"12  o Consumer, Retail and Services  Œ pgs.",polk,Iowa
,13 -14 o Office Settings  Œ pg.,polk,Iowa
,1 5 o Gyms and workout facilities  Œ pgs.,polk,Iowa
,16 -17  Legal Considerations  Œ pgs.,polk,Iowa
,18-20  Mental Health Guidance  Œ pgs.,polk,Iowa
,21-22  References  Œ pgs.,polk,Iowa
,23-24  Appendix: Mental Health  Documents           2  General Tips   General Health Guidelines:   Encourage staff and employees to take their temperature twice  a day.,polk,Iowa
,"Set a baseline  temperature that, if exceeded, will deny entry to your facility.",polk,Iowa
,"Currently, the CDC has set  the temperature of 100.4 as a guidepost for medical workers .",polk,Iowa
,Work with staff to encourage handwashing and using hand sanitizer every hour.,polk,Iowa
,"Promote etiqu ette for coughing, sneezing and handwashing.",polk,Iowa
,Encourage staff to wear face masks for homemade cloth face mask to prevent the spread  of COVID -19.,polk,Iowa
,"General  Reopening Guidance :  Use  CDC guidance related to  cleaning and d isinf ection for community f acilities , including frequent cleaning and disinfecting of all high touch surfaces.",polk,Iowa
,Encourage and provide supplies to allow for frequent hand washing and hand sanitizing  for employees and the public.,polk,Iowa
,Provide reminders to employees and members of the public  to stay at least 6 feet away  from others when in the facility and mark  six -foot  intervals when possible.,polk,Iowa
,Post signage at the door indicating no one should enter the establishment if they currently  have  symptoms  or have been around anyone with a confirmed  COVID -19 diagnosis in  the last 14 days.,polk,Iowa
,"If an employee or a member of the public becomes ill while at the facility, ask them to  share that information with management, leave the facility and then call their health care  provider.",polk,Iowa
,Members of the public and e mployees should consider the use of  cloth face coverings  (when practical) if staying at least 6 feet aw ay from others is not possible.,polk,Iowa
,Anyone who is  high risk  for more severe COVID -19 illnes s should continue to stay  home.,polk,Iowa
,"Businesses should continue to fol low  IDPH™s business guidance related to preventing,  detecting an d reporting outbreaks.",polk,Iowa
,Businesses should use  messaging  to remind employees of steps they should be taking to  protect their own health while at work.,polk,Iowa
,3  General Guidance for All Employees    Employees should take and log temperature before shifts  o Best practice: employers to take temperatures onsite with a no -touch thermometer  each day upon arrival at work.,polk,Iowa
